PageLocation,EventTimestamp,PageSequenceInSession,SessionNumber
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:39:25.561000,65,32678679
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:43:47.895000,66,32678679
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:48:29.520000,67,32678679
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:54:30.119000,68,32678679
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:55:50.320000,69,32678679
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:58:57.707000,70,32678679
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 05:01:32.750000,6,32678891
https://www.globalmyb2b.com/GEBANK/Index.aspx,2016-08-24 05:04:39.132000,7,32678891
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 05:15:48.480000,8,32678891
https://www.globalmyb2b.com/GEBANK/Index.aspx,2016-08-24 05:22:03.910000,9,32678891
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 05:33:36.835000,10,32678891
https://www.globalmyb2b.com/GEBANK/Index.aspx,2016-08-24 05:59:46.605000,11,32678891
https://www.cathaybk.com.tw/cathaybk/card/card/formosa/index.html?utm_source=VPON&utm_medium=banner&utm_term=320x50&utm_campaign=320x50,2016-08-24 05:00:05.914000,2,32679886
https://www.cathaybk.com.tw/cathaybk/card/card/formosa/index.html?utm_source=VPON&utm_medium=banner&utm_term=320x50&utm_campaign=320x50,2016-08-24 05:01:08.597000,3,32679886
https://www.mybank.com.tw/MyBank/Home/LoginMessageReLogin,2016-08-24 05:00:15.824000,4,32679911
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:00:23.622000,5,32679911
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:01:09.660000,6,32679911
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:07:32.253000,7,32679911
https://www.mybank.com.tw/MyBank/Home/Logout,2016-08-24 05:07:04.384000,4,32679916
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:10:05.452000,5,32679920
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 05:00:20.505000,15,32679926
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:09:01.705000,12,32679931
https://www.mybank.com.tw/MyBank/Personal/Home,2016-08-24 05:09:25.626000,13,32679931
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:09:41.255000,14,32679931
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:18:32.240000,15,32679931
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:00:28.417000,3,32679965
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:13:41.942000,8,32679987
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:14:01.202000,9,32679987
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:16:04.499000,10,32679987
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fPersonal%2fHome#,2016-08-24 05:00:01.370000,45,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fPersonal%2fHome,2016-08-24 05:11:29.660000,46,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fPersonal%2fHome#,2016-08-24 05:11:31.244000,47,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:11:39.376000,48,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fPersonal%2fHome,2016-08-24 05:11:50.580000,49,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:11:53.923000,50,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fPersonal%2fHome,2016-08-24 05:11:58.417000,51,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:12:03.664000,52,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:12:08.748000,53,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:12:09.391000,54,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:12:10.490000,55,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:12:12.396000,56,32680323
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:12:13.291000,57,32680323
https://www.mybank.com.tw/MyBank/Quicklinks/Home/LoginMessage,2016-08-24 05:12:13.731000,58,32680323
https://www.mybank.com.tw/mybank/,2016-08-24 05:12:14.883000,59,32680323
https://www.mybank.com.tw/MyBank/Personal/Home,2016-08-24 05:13:11.148000,60,32680323
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:13:19.661000,61,32680323
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:15:30.476000,62,32680323
https://www.mybank.com.tw/MyBank/Personal/Home,2016-08-24 05:15:48.788000,63,32680323
https://www.mybank.com.tw/MyBank/Personal/Home#,2016-08-24 05:15:57.884000,64,32680323
https://www.mybank.com.tw/MyBank/Personal/Home#,2016-08-24 05:16:21.504000,65,32680323
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:16:30.105000,66,32680323
https://www.mybank.com.tw/MyBank/Quicklinks/Pay/B0409_CreditCardBill_Inp2Cfm2,2016-08-24 05:29:04.616000,67,32680323
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:31:36.352000,68,32680323
https://www.mybank.com.tw/MyBank/Personal/Home#,2016-08-24 05:34:07.143000,69,32680323
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:34:59.133000,70,32680323
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fQuicklinks%2fHome,2016-08-24 05:43:27.646000,71,32680323
https://www.cathaybk.com.tw/cathaybk/index.asp,2016-08-24 05:09:45.386000,9,32680720
https://www.mybank.com.tw/mybank,2016-08-24 05:09:49.100000,10,32680720
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:10:44.140000,11,32680720
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:11:53.909000,12,32680720
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:11:56.220000,13,32680720
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:12:36.992000,14,32680720
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:13:35.198000,15,32680720
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 05:12:56.530000,4,32680830
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 05:12:56.639000,5,32680830
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 05:12:56.733000,6,32680830
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 05:12:59.965000,7,32680830
app://com.cathaybk.mymobibank.android.app/LastestActivity,2016-08-24 05:13:00.740000,8,32680830
https://www.mybank.com.tw/mybank/Home/MyMobiBank,2016-08-24 05:00:09.910000,9,32680876
https://www.mybank.com.tw/mybank/home/MyMobiBank,2016-08-24 05:04:29.831000,4,32680900
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:06:48.339000,3,32680902
https://www.mybank.com.tw/mybank,2016-08-24 05:06:54.840000,4,32680902
https://www.mybank.com.tw/MyBank/Quicklinks/Xfer/B0303_XferInq_Qry,2016-08-24 05:00:55.927000,6,32680911
https://www.cathaybk.com.tw/cathaybk/card/mybill/index.asp,2016-08-24 05:16:51.130000,5,32680921
https://www.cathaybk.com.tw/cathaybk/card/card/card.asp,2016-08-24 05:16:58.402000,6,32680921
https://www.cathaybk.com.tw/cathaybk/card/card/card_4.asp,2016-08-24 05:17:55.520000,7,32680921
https://www.cathaybk.com.tw/cathaybk/card/mybill/index.asp,2016-08-24 05:29:07.882000,8,32680921
https://www.cathaybk.com.tw/cathaybk/card/event/2016/MyBill/20160523/card_news1050523_index.asp,2016-08-24 05:43:55.443000,9,32680921
https://www.cathaybk.com.tw/cathaybk/card/mybill/main14.asp,2016-08-24 05:46:32.220000,10,32680921
https://www.cathaybk.com.tw/cathaybk/OnlineCard_IncreaseLimit.asp,2016-08-24 05:03:32.502000,11,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/index.aspx,2016-08-24 05:03:34.284000,12,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Authenticate.aspx,2016-08-24 05:03:36.954000,13,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineCard_IncreaseLimit.asp,2016-08-24 05:03:40.122000,14,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/index.aspx,2016-08-24 05:03:41.314000,15,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Authenticate.aspx,2016-08-24 05:03:43.401000,16,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Authenticate_OTP.aspx,2016-08-24 05:04:34.757000,17,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Apply_CardLimit_Temporary.aspx,2016-08-24 05:04:54.979000,18,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineCard_IncreaseLimit.asp,2016-08-24 05:05:01.688000,19,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/index.aspx,2016-08-24 05:05:02.813000,20,32680932
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Authenticate.aspx,2016-08-24 05:18:55.259000,21,32680932
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:03:30.961000,5,32680966
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:03:32.299000,6,32680966
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:03:53.492000,7,32680966
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:05:25.653000,8,32680966
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:05:26.776000,9,32680966
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:05:43.505000,10,32680966
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:05:53.730000,11,32680966
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 05:01:10.358000,4,32680972
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 05:01:10.468000,5,32680972
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 05:07:34.483000,12,32681010
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 05:07:34.858000,13,32681010
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 05:07:35.140000,14,32681010
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 05:07:21.941000,3,32681023
https://www.mybank.com.tw/MyBank/MyMobiBank/AcctInq/B0103_TxnDtlInq,2016-08-24 05:07:38.771000,4,32681023
https://www.mybank.com.tw/MyBank/MyMobiBank/Home/MyMobiBank,2016-08-24 05:07:43.787000,5,32681023
https://www.mybank.com.tw/mybank,2016-08-24 05:09:18.137000,3,32681028
https://www.mybank.com.tw/MyBank/Quicklinks/Home/ReLogin,2016-08-24 05:12:59.743000,4,32681028
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:13:01.800000,5,32681028
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:13:58.344000,6,32681028
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:15:29.507000,7,32681028
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:15:32.880000,8,32681028
https://www.mybank.com.tw/MyBank/Quicklinks/Pay/B0409_CreditCardBill_Inp2Cfm2,2016-08-24 05:16:15.480000,9,32681028
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:16:50.654000,10,32681028
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:22:44.337000,11,32681028
https://www.mybank.com.tw/mybank/Home/MyMobiBank,2016-08-24 05:01:12.395000,5,32681029
https://www.mybank.com.tw/MyBank/Quicklinks/FundTxn/F0208_Change,2016-08-24 05:03:52.521000,6,32681029
https://www.mybank.com.tw/MyBank/Quicklinks/FundTxn/F0208_Change,2016-08-24 05:05:01.211000,7,32681029
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 05:05:49.812000,8,32681029
https://www.mybank.com.tw/MyBank/Quicklinks/FundTxn/F0208_Change,2016-08-24 05:06:23.700000,9,32681029
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 05:06:44.447000,10,32681029
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 05:00:48.699000,23,32681032
app://com.cathaybk.mymobibank.android.app/SweetTabGroupActivity,2016-08-24 05:00:48.809000,24,32681032
https://www.mybank.com.tw/mybank,2016-08-24 05:00:07.463000,4,32681042
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:00:09.901000,5,32681042
https://www.mybank.com.tw/MyBank/Home/Logout,2016-08-24 05:27:21.910000,6,32681042
https://www.cathaybk.com.tw/cathaybk/mobile/index.asp,2016-08-24 05:00:01.975000,4,32681057
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 05:01:25.538000,4,32681058
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 05:01:25.725000,5,32681058
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 05:01:25.913000,6,32681058
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:00:51.600000,3,32681063
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:01:24.124000,4,32681063
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:08:08.626000,5,32681063
https://www.cathaybk.com.tw/cathaybk/card/event/2016/Travel/20160607/card_news1050607_login02.asp,2016-08-24 05:01:12.712000,3,32681064
https://www.cathaybk.com.tw/cathaybk/card/event/2016/Travel/20160607/card_news1050607_login01.asp,2016-08-24 05:02:09.635000,4,32681064
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 05:01:22.585000,4,32681067
app://com.cathaybk.mymobibank.android.app/SweetActivity,2016-08-24 05:01:42.772000,5,32681067
app://com.cathaybk.mymobibank.android.app/SweetTabGroupActivity,2016-08-24 05:01:43.897000,6,32681067
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:00:11.917000,3,32681068
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:00:16.339000,4,32681068
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:00:26.681000,5,32681068
https://www.cathaybk.com.tw/cathaybk/OnlineCard_IncreaseLimit.asp,2016-08-24 05:00:12.579000,3,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/index.aspx,2016-08-24 05:00:13.831000,4,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Authenticate.aspx,2016-08-24 05:00:18.621000,5,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Authenticate_OTP.aspx,2016-08-24 05:01:07.956000,6,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/Apply_CardLimit_Temporary.aspx,2016-08-24 05:01:49.327000,7,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineCard_IncreaseLimit.asp,2016-08-24 05:03:16.386000,8,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/index.aspx,2016-08-24 05:03:17.345000,9,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineCard_IncreaseLimit.asp,2016-08-24 05:03:22.788000,10,32681069
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/increase_limit/index.aspx,2016-08-24 05:03:23.663000,11,32681069
https://www.mybank.com.tw/mybank,2016-08-24 05:00:02.370000,1,32681070
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:00:51.111000,2,32681070
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:03:11.577000,3,32681070
https://www.cathaybk.com.tw/cathaybk/card/card/formosa/index.html?utm_source=yahoo&utm_medium=banner&utm_content=NativeAD1200x627&utm_campaign=1200x627,2016-08-24 05:00:03.232000,1,32681071
app://com.cathaybk.mymobibank.android.app,2016-08-24 05:00:03.544000,1,32681072
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 05:00:06.760000,2,32681072
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 05:00:06.869000,3,32681072
app://com.cathaybk.mymobibank.android.app/SweetActivity,2016-08-24 05:00:34.350000,4,32681072
app://com.cathaybk.mymobibank.android.app/SweetTabGroupActivity,2016-08-24 05:00:34.144000,5,32681072
app://com.cathaybk.mymobibank.android.app/MessageCenterActivity,2016-08-24 05:00:36.270000,6,32681072
app://com.cathaybk.mymobibank.android.app/MessageCenterDetailActivity,2016-08-24 05:01:57.659000,7,32681072
app://com.cathaybk.mymobibank.android.app/FortuneActivity,2016-08-24 05:02:07.887000,8,32681072
app://com.cathaybk.mymobibank.android.app/FortuneTimeDeposit,2016-08-24 05:02:14.700000,9,32681072
https://www.cathayholdings.com/bank/cathaybk/,2016-08-24 05:00:05.898000,1,32681073
https://www.mybank.com.tw/mybank/Outer/L0101_EmailAuth?Activate=VILDUPRVEAPTAVFFPWLMFFVCDMCRUR,2016-08-24 05:00:08.204000,1,32681074
https://www.mybank.com.tw/mybank/Outer/L0101_EmailAuth?Activate=VILDUPRVEAPTAVFFPWLMFFVCDMCRUR,2016-08-24 05:08:51.672000,2,32681074
https://www.cathaybk.com.tw/cathaybk/exchange/currency-billboard.asp#current,2016-08-24 05:00:11.761000,1,32681075
app://com.cathaybk.mmb.ios.app,2016-08-24 05:00:32.500000,1,32681076
app://com.cathaybk.mmb.ios.app/國泰世華銀行,2016-08-24 05:00:33.722000,2,32681076
app://com.cathaybk.mmb.ios.app/貼心服務,2016-08-24 05:15:11.995000,3,32681076
app://com.cathaybk.mmb.ios.app/理財小幫手,2016-08-24 05:15:16.300000,4,32681076
app://com.cathaybk.mmb.ios.app/貼心服務,2016-08-24 05:15:23.838000,5,32681076
app://com.cathaybk.mmb.ios.app/貼心服務,2016-08-24 05:15:31.244000,6,32681076
app://com.cathaybk.mmb.ios.app/集團APP,2016-08-24 05:15:36.794000,7,32681076
app://com.cathaybk.mmb.ios.app/貼心服務,2016-08-24 05:15:39.216000,8,32681076
app://com.cathaybk.mmb.ios.app/線上申請業務,2016-08-24 05:15:43.920000,9,32681076
app://com.cathaybk.mmb.ios.app/國泰世華銀行,2016-08-24 05:15:52.648000,10,32681076
app://com.cathaybk.mmb.ios.app/設定,2016-08-24 05:15:59.720000,11,32681076
app://com.cathaybk.mmb.ios.app/功能設定,2016-08-24 05:16:07.718000,12,32681076
app://com.cathaybk.mmb.ios.app/設定,2016-08-24 05:16:26.316000,13,32681076
app://com.cathaybk.mmb.ios.app/國泰世華銀行,2016-08-24 05:16:35.846000,14,32681076
app://com.cathaybk.mmb.ios.app/國泰世華銀行,2016-08-24 05:16:49.529000,15,32681076
app://com.cathaybk.mmb.ios.app,2016-08-24 05:00:34.999000,1,32681077
app://com.cathaybk.mmb.ios.app/國泰世華銀行,2016-08-24 05:00:36.191000,2,32681077
app://com.cathaybk.mmb.ios.app,2016-08-24 05:00:37.991000,1,32681078
app://com.cathaybk.mmb.ios.app/國泰世華銀行,2016-08-24 05:00:39.101000,2,32681078
https://www.cathaybk.com.tw/cathaybk/,2016-08-24 05:00:40.923000,1,32681079
https://www.mybank.com.tw/mybank/Home/MyMobiBankLogin_OTP,2016-08-24 05:00:46.490000,1,32681080
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 05:00:55.571000,2,32681080
https://www.mybank.com.tw/MyBank/Quicklinks/AcctInq/B0103_TxnDtlInq?FunTxnAcno=0000001502241245,2016-08-24 05:13:53.367000,3,32681080
https://www.mybank.com.tw/MyBank/MyMobiBank/CQuery/C0102_BillInq,2016-08-24 05:16:40.315000,4,32681080
app://com.cathaybk.mymobibank.android.app,2016-08-24 05:00:46.932000,1,32681081
https://www.mybank.com.tw/mybank,2016-08-24 05:00:49.595000,1,32681082
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Welcome_Card,2016-08-24 05:03:04.688000,2,32681082
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:03:08.831000,3,32681082
https://www.mybank.com.tw/MyBank/Personal/Home,2016-08-24 05:03:29.580000,4,32681082
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:03:32.672000,5,32681082
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:05:48.833000,6,32681082
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:05:59.427000,7,32681082
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 05:07:11.520000,8,32681082
app://com.cathaybk.mymobibank.android.app,2016-08-24 05:00:51.256000,1,32681083
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 05:00:54.462000,2,32681083
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 05:00:54.556000,3,32681083
https://www.mybank.com.tw/mybank/Home/MyMobiBank,2016-08-24 05:00:55.700000,1,32681084
https://www.mybank.com.tw/MyBank/MyMobiBank/CQuery/C0102_BillInq,2016-08-24 05:01:26.477000,2,32681084
https://www.mybank.com.tw/MyBank/Quicklinks/Pay/B0409_CreditCardBill_Inp2Cfm2,2016-08-24 05:03:03.793000,3,32681084
https://www.mybank.com.tw/MyBank/Quicklinks/CQuery/C0102_BillInq,2016-08-24 05:03:34.299000,4,32681084
https://www.mybank.com.tw/mybank/Home/MyMobiBank,2016-08-24 05:04:22.365000,5,32681084
https://www.mybank.com.tw/mybank,2016-08-24 05:00:57.233000,1,32681085
https://www.mybank.com.tw/mybank/Home/MyMobiBankLogin_OTP,2016-08-24 05:00:57.390000,1,32681086
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 05:01:07.816000,2,32681086
https://www.mybank.com.tw/MyBank/Quicklinks/AcctInq/B0103_TxnDtlInq?FunTxnAcno=0000124506025827,2016-08-24 05:01:30.185000,3,32681086
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 05:01:41.748000,4,32681086
https://www.mybank.com.tw/MyBank/Quicklinks/Outer/HotNews,2016-08-24 05:00:59.984000,1,32681087
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:01:02.940000,2,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:01:31.763000,3,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:01:35.637000,4,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:01:44.787000,5,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:02:01.807000,6,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:02:21.447000,7,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:02:31.302000,8,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:02:55.918000,9,32681087
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 05:03:06.807000,10,32681087
app://com.cathaybk.mymobibank.android.app,2016-08-24 05:01:03.129000,1,32681088
https://www.mybank.com.tw/MyBank/Quicklinks/Outer/HotNews,2016-08-24 05:01:07.113000,1,32681089
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 05:01:09.191000,2,32681089
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Welcome_Card,2016-08-24 05:01:57.409000,3,32681089
